区域,地段,小区,空间,面积,朝向,装修,楼层,建成时间,单价每平,总价
江北,龙头寺,庆业九寨印象,2室1厅,84.91平米,南,毛坯,中楼层(共34层),2015年建,"15,193元/平",129.0
江北,鸿恩寺,绿地海外滩罗丹公馆,2室1厅,81.92平米,东南,精装,高楼层(共30层),2015年建,"16,846元/平",138.0
江北,黄泥磅,御景天成,2室2厅,84.83平米,东南,精装,低楼层(共32层),2008年建,"14,500元/平",123.0
江北,五里店,长安丽都,3室2厅,123.4平米,北 东北,精装,中楼层(共18层),2008年建,"15,398元/平",190.0
渝北,照母山,龙湖舜山府,6室1厅,403.39平米,东,毛坯,17层,2018年建,"27,517元/平",1110.0
渝北,空港新城,桥达蓝湾半岛,3室1厅,75.3平米,南,精装,低楼层(共33层),2017年建,"12,989元/平",97.8
渝北,翠云,尚格博园,2室2厅,53.38平米,东南,精装,中楼层(共28层),2014年建,"16,486元/平",88.0
渝北,大竹林,金科天元道砚北B区,3室2厅,92.89平米,东南,毛坯,中楼层(共28层),2019年建,"16,902元/平",157.0
渝北,空港新城,汇祥林里3000三期,5室1厅,132.8平米,南,精装,8层,2017年建,"24,699元/平",328.0
渝北,照母山,康桥融府,3室1厅,96.64平米,南,精装,高楼层(共33层),2017年建,"18,730元/平",181.0
渝北,龙头寺,公园置尚云尚,4室2厅,123.31平米,东南,毛坯,高楼层(共33层),2016年建,"19,139元/平",236.0
渝北,照母山,象屿两江公元,2室1厅,63.68平米,东,精装,32层,2014年建,"19,787元/平",126.0
渝北,照母山,恒大山水城,3室2厅,90.18平米,南,精装,32层,2015年建,"15,858元/平",143.0
渝北,中央公园,鲁能泰山7号十八街区,3室1厅,86.28平米,北,精装,14层,2017年建,"19,588元/平",169.0
渝北,照母山,恒大翡翠华庭,3室2厅,126.81平米,东南,精装,低楼层(共26层),2016年建,"16,561元/平",210.0
渝北,嘉州,佳华世纪新城A区,4室1厅,160.63平米,东,精装,中楼层(共32层),2001年建,"11,518元/平",185.0
渝北,嘉州,加州花园,4室2厅,130.15平米,南,精装,中楼层(共25层),2000年建,"10,896元/平",141.8
渝北,照母山,约克郡北区,3室1厅,95.74平米,西北,毛坯,17层,2017年建,"21,726元/平",208.0
渝北,翠云,尚格博园,3室2厅,113.5平米,南,毛坯,中楼层(共28层),2014年建,"13,657元/平",155.0
渝北,鸳鸯,融科海阔天空,3室1厅,95.64平米,东南,精装,高楼层(共33层),2009年建,"16,730元/平",160.0
渝北,人和,广电华府,3室1厅,104.86平米,东,简装,低楼层(共33层),2015年建,"12,482元/平",130.88
渝北,照母山,和记黄埔玥湖园1号,7室2厅,294.05平米,南 北,毛坯,高楼层(共8层),2016年建,"14,454元/平",425.0
渝北,人和,金和苑,6室1厅,209.43平米,东南,简装,低楼层(共9层),2006年建,"9,025元/平",189.0
渝北,翠云,尚格博园,2室1厅,60.9平米,东南,精装,中楼层(共28层),2014年建,"13,104元/平",79.8
渝北,空港新城,中航翡翠城二期,2室1厅,62.49平米,南,精装,低楼层(共22层),2016年建,"11,682元/平",73.0
渝北,冉家坝,祈年悦城,2室1厅,61.05平米,东南,简装,中楼层(共32层),2010年建,"13,236元/平",80.8
渝北,空港新城,水木香山,3室2厅,94.43平米,南 西南,精装,18层,2016年建,"13,767元/平",130.0
渝北,龙溪,鼎祥风华美锦,1室1厅,51.83平米,南,精装,中楼层(共32层),2009年建,"15,821元/平",82.0
渝北,照母山,恒大世纪城三期,3室2厅,89.65平米,东南,精装,高楼层(共28层),2018年建,"20,636元/平",185.0
渝北,新牌坊,润都7号,3室2厅,83.37平米,东南,精装,中楼层(共32层),2013年建,"13,195元/平",110.0
渝北,黄泥磅,新洲阳光,3室2厅,112.47平米,南,简装,中楼层(共24层),2002年建,"9,736元/平",109.5
渝北,冉家坝,华渝怡景苑,2室1厅,81.79平米,东南,简装,32层,2014年建,"12,838元/平",105.0
渝北,悦来,莱蒙香榭,4室2厅,139.93平米,南 北,毛坯,高楼层(共10层),2017年建,"14,794元/平",207.0
渝北,龙兴,绿城两江御园玉兰园,2室2厅,69.51平米,东南,毛坯,中楼层(共11层),2018年建,"13,668元/平",95.0
渝北,北环,龙湖水晶郦城禧苑,3室2厅,120.14平米,南 北,精装,中楼层(共31层),2006年建,"16,565元/平",199.0
渝北,空港新城,长安锦尚城,3室2厅,83.51平米,东南,毛坯,低楼层(共33层),2016年建,"9,221元/平",77.0
渝北,龙头寺,东湖雅苑,3室1厅,81.95平米,东南,精装,高楼层(共18层),2008年建,"14,375元/平",117.8
渝北,石子山,诚投天邻风景,3室1厅,111.02平米,东,精装,低楼层(共32层),2008年建,"13,422元/平",149.0
渝北,大竹林,龙湖江与城江城时光,2室1厅,63.19平米,西,精装,中楼层(共32层),2015年建,"20,099元/平",127.0
渝北,龙头寺,中渝梧桐郡C区,3室2厅,98.91平米,东南,精装,中楼层(共32层),2015年建,"19,210元/平",190.0
渝北,龙头寺,首创十方界峰度,3室1厅,100.13平米,南,精装,低楼层(共32层),2011年建,"14,681元/平",147.0
渝北,悦来,莱蒙香榭,4室1厅,130.79平米,南,毛坯,低楼层(共10层),2017年建,"14,145元/平",185.0
渝北,中央公园,蓝桂雅苑,3室2厅,78.59平米,北,精装,低楼层(共26层),2018年建,"17,407元/平",136.8
渝北,龙头寺,保利香槟花园C区,2室1厅,84.09平米,东南,精装,18层,2007年建,"16,055元/平",135.0
渝北,照母山,恒大山水城,3室1厅,90.23平米,南,精装,32层,2015年建,"16,348元/平",147.5
渝北,照母山,象屿两江公元,3室1厅,111.69平米,南,精装,26层,2013年建,"16,922元/平",189.0
渝北,龙溪,长安锦绣城,2室2厅,82.58平米,北,精装,低楼层(共22层),2008年建,"17,559元/平",145.0
渝北,龙头寺,黄金堡宫,1室1厅,60.85平米,北,毛坯,高楼层(共28层),2008年建,"12,983元/平",79.0
渝北,汽博中心,奥林匹克花园雅典海岸,5室2厅,198.3平米,东南,精装,高楼层(共6层),2006年建,"13,616元/平",270.0
渝北,照母山,融创凡尔赛花园,4室2厅,261.98平米,南,毛坯,3层,2016年建,"15,345元/平",402.0
渝北,鸳鸯,融科海阔天空,2室2厅,89平米,东南,简装,中楼层(共33层),2011年建,"14,607元/平",130.0
渝北,新牌坊,巴蜀丽景,3室2厅,123.19平米,南,精装,中楼层(共11层),2005年建,"11,771元/平",145.0
渝北,空港新城,汇祥林里3000四期,3室1厅,76.85平米,东南,精装,30层,2018年建,"17,958元/平",138.0
渝北,汽博中心,融创御锦,3室1厅,106.68平米,西北,精装,高楼层(共18层),2012年建,"15,936元/平",170.0
渝北,黄泥磅,佳华北宸里,2室2厅,77.8平米,东,精装,高楼层(共29层),2017年建,"19,216元/平",149.5
渝北,龙头寺,公园置尚云尚,2室1厅,56.52平米,南,精装,高楼层(共33层),2016年建,"22,382元/平",126.5
渝北,石子山,诚投天邻风景,3室2厅,114.76平米,南,精装,中楼层(共32层),2008年建,"13,594元/平",156.0
渝北,冉家坝,光宇阳光地中海,3室2厅,116.16平米,北,精装,高楼层(共32层),2009年建,"12,053元/平",140.0
渝北,照母山,北大资源博雅东,4室2厅,120平米,南,精装,高楼层(共31层),2017年建,"23,167元/平",278.0
渝北,鸳鸯,融科海阔天空,3室2厅,99.64平米,东南,简装,中楼层(共33层),2011年建,"14,352元/平",143.0
渝北,汽博中心,建工锦绣华城,3室1厅,83.39平米,东南,精装,高楼层(共33层),2013年建,"13,911元/平",116.0
渝北,照母山,融创凡尔赛领馆Ⅰ,4室2厅,139.6平米,西北,毛坯,高楼层(共33层),2014年建,"17,192元/平",240.0
渝北,中央公园,鲁能泰山7号十九街区,3室2厅,73.46平米,南,简装,低楼层(共17层),2018年建,"20,420元/平",150.0
渝北,鸳鸯,恒美公园1号,3室2厅,139.37平米,东南,毛坯,中楼层(共6层),2011年建,"12,916元/平",180.0
渝北,回兴,伴山名都,3室2厅,143.12平米,南,简装,高楼层(共7层),2006年建,"7,826元/平",112.0
渝北,鸳鸯,复地新城就,4室2厅,123.61平米,东南,简装,高楼层(共24层),2013年建,"12,783元/平",158.0
渝北,龙头寺,华宇天宫花城A组团,4室2厅,406平米,北,毛坯,低楼层(共12层),2014年建,"6,725元/平",273.0
渝北,汽博中心,融创紫枫郡,3室1厅,94.63平米,东,精装,33层,2010年建,"16,169元/平",153.0
渝北,中央公园,融创嘉德领馆一期,3室1厅,78.46平米,西南,精装,低楼层(共30层),2014年建,"18,481元/平",145.0
渝北,照母山,世茂茂悦府一二期,3室1厅,104.58平米,南,精装,32层,2016年建,"19,316元/平",202.0
渝北,鸳鸯,融科金湖湾,2室2厅,73.59平米,东 南,精装,低楼层(共32层),2014年建,"17,258元/平",127.0
渝北,照母山,万科城三期,3室2厅,104.4平米,东北,精装,33层,2014年建,"16,763元/平",175.0
渝北,嘉州,黄金堡学府小区,3室1厅,126.92平米,东南,精装,中楼层(共11层),2005年建,"9,219元/平",117.0
渝北,龙头寺,吉安园龙头寺小区,5室2厅,172.81平米,西,精装,中楼层(共32层),2008年建,"10,417元/平",180.0
渝北,空港新城,聚义香城雅郡,3室2厅,124.55平米,南,精装,低楼层(共6层),2015年建,"15,657元/平",195.0
渝北,照母山,万科城,2室1厅,85.91平米,南,精装,26层,2014年建,"15,715元/平",135.0
渝北,人和,棕榈泉四期,4室1厅,199.38平米,西南,精装,低楼层(共33层),2013年建,"17,204元/平",343.0
渝北,汽博中心,融创紫枫郡,3室2厅,97.99平米,南,精装,33层,2010年建,"15,614元/平",153.0
渝北,大竹林,金科天元道砚北B区,3室2厅,92.89平米,南,精装,高楼层(共28层),2019年建,"17,440元/平",162.0
渝北,新牌坊,东和院,4室2厅,245.51平米,南,精装,4层,2007年建,"13,849元/平",340.0
渝北,照母山,象屿两江公元,3室2厅,93.04平米,东南 南,精装,29层,2016年建,"19,347元/平",180.0
渝北,园博园,美利山公园城市,3室2厅,99.2平米,西北,精装,高楼层(共33层),2012年建,"16,634元/平",165.0
渝北,中央公园,上东汇菁澜三组团,3室2厅,90平米,南,毛坯,低楼层(共19层),2017年建,"16,889元/平",152.0
渝北,照母山,万科悦峰三期,3室1厅,98.4平米,东南,精装,低楼层(共31层),2014年建,"15,753元/平",155.0
渝北,大竹林,龙湖江与城熙溪地,3室2厅,93.6平米,东南,毛坯,低楼层(共33层),2012年建,"17,095元/平",160.0
渝北,大竹林,龙湖江与城A区,4室1厅,126.74平米,东南,精装,高楼层(共5层),2008年建,"18,542元/平",235.0
渝北,照母山,东原星樾,3室2厅,85.5平米,东南,精装,40层,2016年建,"17,170元/平",146.8
渝北,照母山,力帆红星国际广场,4室2厅,125.93平米,南,毛坯,高楼层(共26层),2018年建,"15,724元/平",198.0
渝北,回兴,富力湾,3室2厅,76.92平米,东南,精装,低楼层(共16层),2017年建,"14,951元/平",115.0
渝北,园博园,园丁梦苑,3室2厅,126.51平米,东南,精装,低楼层(共23层),2009年建,"9,486元/平",120.0
渝北,龙头寺,公园置尚云尚,5室2厅,161.5平米,西北,毛坯,高楼层(共33层),2017年建,"19,815元/平",320.0
渝北,照母山,恒大世纪城一二期,3室2厅,127.98平米,南,毛坯,中楼层(共7层),2018年建,"19,535元/平",250.0
渝北,汽博中心,叠彩城,3室2厅,101.05平米,南,精装,高楼层(共32层),2007年建,"14,350元/平",145.0
渝北,空港新城,桃源居国际花园,3室1厅,121.7平米,南,毛坯,高楼层(共27层),2016年建,"10,847元/平",132.0
渝北,冉家坝,东和春天东区,5室2厅,181平米,西南,精装,低楼层(共21层),2006年建,"10,995元/平",199.0
渝北,龙头寺,华宇天宫花城A组团,3室2厅,95.15平米,南 北,精装,高楼层(共12层),2014年建,"18,077元/平",172.0
渝北,照母山,东原星樾,3室2厅,85.5平米,东,精装,40层,2016年建,"17,778元/平",152.0
渝北,鸳鸯,浩龙盛世年华,4室2厅,153.07平米,东 东南,简装,高楼层(共28层),2016年建,"8,951元/平",137.0
渝北,中央公园,中交中央公园悦颂,3室2厅,94.21平米,南,毛坯,中楼层(共24层),2018年建,"16,878元/平",159.0
渝北,中央公园,鲁能泰山7号十七街区,3室2厅,89.51平米,东南,毛坯,低楼层(共17层),2018年建,"19,216元/平",172.0
渝北,空港新城,爱加橄榄园,4室2厅,127.08平米,北,精装,中楼层(共26层),2013年建,"11,725元/平",149.0
渝北,照母山,康田蔚蓝海B区,3室2厅,99.34平米,南,毛坯,低楼层(共9层),2017年建,"16,811元/平",167.0
渝北,中央公园,公园大道上东汇南区二组团,5室2厅,169.06平米,南,毛坯,低楼层(共8层),2017年建,"23,542元/平",398.0
渝北,照母山,恒大山水城,3室1厅,91.19平米,西南 西,精装,32层,2017年建,"15,901元/平",145.0
渝北,照母山,金科时代中心,4室1厅,118.83平米,东,毛坯,高楼层(共26层),2016年建,"20,618元/平",245.0
渝北,中央公园,公园大道菁澜二组团,3室2厅,117.66平米,南 北,毛坯,中楼层(共24层),2019年建,"17,211元/平",202.5
渝北,中央公园,中交中央公园悦颂,3室2厅,103.04平米,东,毛坯,中楼层(共27层),2018年建,"16,305元/平",168.0
渝北,龙溪,长安锦绣城,3室1厅,131.33平米,东南,毛坯,高楼层(共33层),2015年建,"14,849元/平",195.0
渝北,照母山,康田蔚蓝海B区,3室2厅,97.19平米,东南 南,精装,中楼层(共9层),2017年建,"19,859元/平",193.0
渝北,照母山,融创凡尔赛领馆三期,4室2厅,135.63平米,南,毛坯,33层,2016年建,"17,475元/平",237.0
渝北,大竹林,协信天骄公园,3室2厅,112.26平米,东南,毛坯,高楼层(共32层),2017年建,"15,322元/平",172.0
渝北,龙头寺,仁安龙城国际三期,3室1厅,90.25平米,东,毛坯,低楼层(共22层),2013年建,"16,178元/平",146.0
渝北,南桥寺,华瓯理想城,2室2厅,72.66平米,南,简装,中楼层(共33层),2009年建,"15,140元/平",110.0
渝北,翠云,尚格锦园,1室2厅,53.25平米,南,精装,低楼层(共30层),2017年建,"14,461元/平",77.0
渝北,人和,睿尚MOHO,2室1厅,61.45平米,南,精装,高楼层(共33层),2011年建,"14,321元/平",88.0
渝北,鸳鸯,北湖郡,1室1厅,52平米,南,简装,低楼层(共16层),2007年建,"11,154元/平",58.0
渝北,松树桥,锦江郦城,3室2厅,103.6平米,南,精装,低楼层(共34层),2012年建,"15,734元/平",163.0
渝北,龙头寺,吉安园龙头寺小区,4室2厅,174.17平米,南,精装,中楼层(共32层),2008年建,"11,656元/平",203.0
渝北,回兴,香林豪郡2期,2室2厅,82.4平米,东南,精装,高楼层(共26层),2017年建,"12,986元/平",107.0
渝北,汽博中心,奥林匹克花园十五期,2室2厅,79.93平米,北,精装,低楼层(共18层),2014年建,"17,140元/平",137.0
渝北,龙头寺,上品拾陆,1室1厅,50.38平米,西南,精装,33层,2007年建,"14,887元/平",75.0
渝北,中央公园,民光圣景苑,2室2厅,64平米,南,精装,低楼层(共25层),2015年建,"15,407元/平",98.6
渝北,龙头寺,奔力绿色空间,2室1厅,55.65平米,东,精装,高楼层(共29层),2008年建,"13,801元/平",76.8
渝北,空港新城,泽科港城国际一期,2室2厅,88.84平米,南,精装,25层,2012年建,"12,833元/平",114.0
渝北,人和,龙庭雅居,2室1厅,72.86平米,南 北,精装,中楼层(共20层),2007年建,"12,271元/平",89.4
渝北,冉家坝,天一新城,4室1厅,169.49平米,西,精装,低楼层(共18层),2005年建,"10,090元/平",171.0
渝北,龙头寺,鲁能星城二街区,2室2厅,86.33平米,北,精装,中楼层(共30层),2005年建,"15,036元/平",129.8
渝北,嘉州,山顶道国宾城,3室2厅,118平米,东南,精装,高楼层(共32层),2013年建,"20,763元/平",245.0
渝北,回兴,金鹏两江时光,2室2厅,77.54平米,东南,精装,中楼层(共28层),2014年建,"13,542元/平",105.0
渝北,照母山,北大资源博雅二期,3室2厅,88.19平米,南,精装,中楼层(共33层),2016年建,"24,153元/平",213.0
渝北,中央公园,公园大道菁澜二组团,4室2厅,164平米,南,毛坯,高楼层(共24层),2020年建,"17,440元/平",286.0
渝北,园博园,美利山公园城市,3室2厅,107.63平米,西南,简装,低楼层(共33层),2017年建,"17,654元/平",190.0
渝北,照母山,北大资源博雅东,3室1厅,77.54平米,南,精装,中楼层(共31层),2018年建,"21,280元/平",165.0
渝北,中央公园,公园大道,4室1厅,142.05平米,东南 南,毛坯,中楼层(共24层),2017年建,"17,811元/平",253.0
渝北,空港新城,长安锦尚城,3室2厅,83.53平米,南,精装,低楼层(共33层),2015年建,"11,589元/平",96.8
渝北,中央公园,鲁能泰山7号十三街区,3室2厅,73.73平米,北,精装,高楼层(共29层),2018年建,"21,023元/平",155.0
渝北,照母山,康田蔚蓝海A区,3室1厅,78.62平米,东南 南,精装,高楼层(共9层),2017年建,"24,422元/平",192.0
渝北,嘉州,财信城市国际,3室2厅,76平米,南 北,精装,中楼层(共30层),2009年建,"19,474元/平",148.0
渝北,照母山,金鹏金嶺,3室2厅,105.48平米,东南,精装,中楼层(共31层),2010年建,"15,928元/平",168.0
渝北,鸳鸯,复地新城就,4室1厅,124.14平米,西南,毛坯,中楼层(共33层),2013年建,"14,661元/平",182.0
渝北,空港新城,金色池塘,3室2厅,94.71平米,东,精装,中楼层(共11层),2012年建,"13,304元/平",126.0
渝北,中央公园,鲁能泰山7号十二街区,3室2厅,84.99平米,西,毛坯,低楼层(共30层),2018年建,"18,709元/平",159.0
渝北,照母山,象屿两江公元,3室2厅,85.81平米,西南,精装,32层,2014年建,"18,413元/平",158.0
